23:16:06.007147,7
23:16:06.007198,7
23:16:06.025898,7
23:16:06.025915,44
23:16:06.025996,44
23:16:06.026000,47
23:16:06.026008,47
23:16:06.026038,1
23:16:06.026111,1
23:16:06.026118,47
23:16:06.026253,0
23:16:06.026270,0
23:16:06.507933,7
23:16:06.508001,7
23:16:07.009067,7
23:16:07.009132,7
23:16:07.039855,47
23:16:07.039868,44
23:16:07.039946,44
23:16:07.039950,47
23:16:07.039956,47
23:16:07.039981,1
23:16:07.040000,1
23:16:07.040004,47
23:16:07.040573,0
23:16:07.040587,0
23:16:07.509955,7
23:16:07.510014,7
23:16:08.011036,7
23:16:08.011086,7
23:16:08.059189,47
23:16:08.059212,44
23:16:08.059329,44
23:16:08.059334,38
23:16:08.059342,38
23:16:08.059344,47
23:16:08.059353,47
23:16:08.059390,1
23:16:08.059504,1
23:16:08.059514,1
23:16:08.059519,1
23:16:08.059555,1
23:16:08.059558,1
23:16:08.059562,3
23:16:08.059565,3
23:16:08.059571,3
23:16:08.059574,3
23:16:08.059647,231
23:16:08.059822,0
23:16:08.059835,0
23:16:08.060592,61
23:16:08.061343,22
23:16:08.061478,22
23:16:08.061494,56
23:16:08.062293,56
23:16:08.062498,3
23:16:08.062509,3
23:16:08.062552,332
23:16:08.062641,332
23:16:08.062671,332
23:16:08.062746,332
23:16:08.062757,332
23:16:08.062772,332
23:16:08.062775,332
23:16:08.062977,56
23:16:08.063133,332
23:16:08.063196,22
23:16:08.063196,3
23:16:08.063202,3
23:16:08.063204,32
23:16:08.063209,32
23:16:08.063211,3
23:16:08.063211,3
23:16:08.063223,22
23:16:08.063227,56
23:16:08.063358,1
23:16:08.063374,1
23:16:08.063377,61
23:16:08.063381,61
23:16:08.063403,231
23:16:08.063876,56
23:16:08.064073,3
23:16:08.064078,3
23:16:08.064080,3
23:16:08.064081,3
23:16:08.064105,332
23:16:08.064138,56
23:16:08.064140,332
23:16:08.064155,332
23:16:08.064172,332
23:16:08.064175,332
23:16:08.064184,332
23:16:08.064186,332
23:16:08.064216,332
23:16:08.064235,56
23:16:08.064304,3
23:16:08.064307,3
23:16:08.064308,32
23:16:08.064310,32
23:16:08.064312,3
23:16:08.064312,3
23:16:08.064313,32
23:16:08.064315,32
23:16:08.064316,3
23:16:08.064316,3
23:16:08.064379,59
23:16:08.064506,56
23:16:08.064557,3
23:16:08.064559,3
23:16:08.064560,3
23:16:08.064561,3
23:16:08.064599,61
23:16:08.064616,61
23:16:08.064618,61
23:16:08.064735,56
23:16:08.064877,32
23:16:08.064880,32
23:16:08.064881,3
23:16:08.064882,3
23:16:08.064935,59
23:16:08.065091,59
23:16:08.065174,12
23:16:08.065176,12
23:16:08.065295,59
23:16:08.065353,12
23:16:08.065354,12
23:16:08.065972,158
23:16:08.065975,158
23:16:08.066031,158
23:16:08.066034,158
23:16:08.066036,21
23:16:08.066055,21
23:16:08.066069,257
23:16:08.066101,257
23:16:08.066105,5
23:16:08.066106,21
23:16:08.066110,5
23:16:08.066111,9
23:16:08.066120,9
23:16:08.066120,21
23:16:08.066122,3
23:16:08.066124,3
23:16:08.066134,257
23:16:08.066136,257
23:16:08.066148,257
23:16:08.066151,5
23:16:08.066154,257
23:16:08.066154,5
23:16:08.066156,9
23:16:08.066156,0
23:16:08.066162,0
23:16:08.066163,9
23:16:08.066164,3
23:16:08.066166,3
23:16:08.066175,5
23:16:08.066176,257
23:16:08.066177,5
23:16:08.066179,9
23:16:08.066183,9
23:16:08.066206,9
23:16:08.066212,9
23:16:08.066213,9
23:16:08.066225,257
23:16:08.066229,0
23:16:08.066232,9
23:16:08.066234,9
23:16:08.066234,0
23:16:08.066237,5
23:16:08.066239,5
23:16:08.066240,9
23:16:08.066241,9
23:16:08.066241,9
23:16:08.066245,9
23:16:08.066247,9
23:16:08.066255,9
23:16:08.066259,9
23:16:08.066260,9
23:16:08.066260,9
23:16:08.066267,9
23:16:08.066273,9
23:16:08.066274,9
23:16:08.066280,9
23:16:08.066281,9
23:16:08.066285,9
23:16:08.066286,3
23:16:08.066289,3
23:16:08.066311,3
23:16:08.066315,3
23:16:08.066331,158
23:16:08.066332,158
23:16:08.066335,257
23:16:08.066356,257
23:16:08.066359,0
23:16:08.066363,0
23:16:08.066366,5
23:16:08.066368,5
23:16:08.066370,9
23:16:08.066377,9
23:16:08.066378,9
23:16:08.066393,9
23:16:08.066395,9
23:16:08.066402,9
23:16:08.066403,9
23:16:08.066408,9
23:16:08.066433,3
23:16:08.066435,3
23:16:08.066444,10
23:16:08.066446,257
23:16:08.066461,10
23:16:08.066462,257
23:16:08.066465,0
23:16:08.066469,0
23:16:08.066481,5
23:16:08.066483,5
23:16:08.066501,10
23:16:08.066502,9
23:16:08.066509,9
23:16:08.066511,9
23:16:08.066512,10
23:16:08.066522,10
23:16:08.066525,9
23:16:08.066527,9
23:16:08.066533,10
23:16:08.066534,9
23:16:08.066535,9
23:16:08.066536,11
23:16:08.066542,9
23:16:08.066550,11
23:16:08.066552,9
23:16:08.066557,9
23:16:08.066573,3
23:16:08.066576,3
23:16:08.066629,9
23:16:08.066634,9
23:16:08.066644,158
23:16:08.066645,158
23:16:08.067312,10
23:16:08.067327,10
23:16:08.067337,10
23:16:08.067347,10
23:16:08.067453,10
23:16:08.067465,10
23:16:08.067732,10
23:16:08.067746,10
23:16:08.067755,10
23:16:08.067765,10
23:16:08.067768,11
23:16:08.067786,11
23:16:08.068524,12
23:16:08.068527,12
23:16:08.068529,12
23:16:08.068540,12
23:16:08.068567,257
23:16:08.068597,257
23:16:08.068619,257
23:16:08.068627,257
23:16:08.068636,257
23:16:08.068658,257
23:16:08.068661,5
23:16:08.068666,5
23:16:08.068668,9
23:16:08.068722,9
23:16:08.068726,3
23:16:08.068729,3
23:16:08.068759,257
23:16:08.068777,257
23:16:08.068780,5
23:16:08.068783,5
23:16:08.068784,9
23:16:08.068790,9
23:16:08.068791,3
23:16:08.068792,3
23:16:08.068831,221
23:16:08.068835,221
23:16:08.068850,5
23:16:08.068853,5
23:16:08.068890,0
23:16:08.068906,0
23:16:08.068909,0
23:16:08.068910,0
23:16:08.068930,5
23:16:08.068932,5
23:16:08.068942,8
23:16:08.068944,8
23:16:08.068947,3
23:16:08.068948,3
23:16:08.068979,1
23:16:08.068987,1
23:16:08.068989,3
23:16:08.068990,3
23:16:08.068994,257
23:16:08.068995,3
23:16:08.068998,3
23:16:08.069013,231
23:16:08.069072,257
23:16:08.069096,16
23:16:08.069102,16
23:16:08.069275,12
23:16:08.069276,12
23:16:08.069288,12
23:16:08.069296,12
23:16:08.069313,257
23:16:08.069327,257
23:16:08.069342,257
23:16:08.069349,257
23:16:08.069357,257
23:16:08.069371,257
23:16:08.069374,5
23:16:08.069377,5
23:16:08.069378,9
23:16:08.069383,61
23:16:08.069388,9
23:16:08.069390,3
