22:51:59.728955,7
22:51:59.729007,7
22:51:59.738866,47
22:51:59.738881,44
22:51:59.738947,44
22:51:59.738950,47
22:51:59.738957,47
22:51:59.738979,1
22:51:59.739045,1
22:51:59.739050,47
22:51:59.739173,0
22:51:59.739184,0
22:52:00.229996,7
22:52:00.230081,7
22:52:00.730849,7
22:52:00.730905,7
22:52:00.763062,47
22:52:00.763083,44
22:52:00.763186,44
22:52:00.763190,47
22:52:00.763197,47
22:52:00.763247,1
22:52:00.763327,1
22:52:00.763334,47
22:52:00.763481,0
22:52:00.763493,0
22:52:01.231935,7
22:52:01.231990,7
22:52:01.733693,7
22:52:01.733738,7
22:52:01.786681,47
22:52:01.786695,44
22:52:01.786777,44
22:52:01.786782,38
22:52:01.786788,38
22:52:01.786790,47
22:52:01.786797,47
22:52:01.786842,1
22:52:01.786951,1
22:52:01.786958,1
22:52:01.786964,1
22:52:01.787003,1
22:52:01.787006,1
22:52:01.787012,3
22:52:01.787015,3
22:52:01.787027,3
22:52:01.787031,3
22:52:01.787145,231
22:52:01.787233,0
22:52:01.787265,0
22:52:01.788293,61
22:52:01.788343,22
22:52:01.788780,22
22:52:01.788788,56
22:52:01.789075,56
22:52:01.789163,3
22:52:01.789166,3
22:52:01.789183,332
22:52:01.789197,332
22:52:01.789212,332
22:52:01.789218,332
22:52:01.789220,332
22:52:01.789222,56
22:52:01.789225,332
22:52:01.789226,332
22:52:01.789237,332
22:52:01.789253,22
22:52:01.789268,22
22:52:01.789271,56
22:52:01.789400,3
22:52:01.789403,3
22:52:01.789405,32
22:52:01.789407,32
22:52:01.789408,3
22:52:01.789409,3
22:52:01.789482,1
22:52:01.789491,1
22:52:01.789494,61
22:52:01.789496,61
22:52:01.789509,231
22:52:01.789531,56
22:52:01.789578,3
22:52:01.789580,3
22:52:01.789581,3
22:52:01.789582,3
22:52:01.789596,332
22:52:01.789606,332
22:52:01.789629,332
22:52:01.789637,332
22:52:01.789639,332
22:52:01.789643,332
22:52:01.789645,332
22:52:01.789653,332
22:52:01.789683,56
22:52:01.789804,3
22:52:01.789807,3
22:52:01.789808,32
22:52:01.789809,32
22:52:01.789810,3
22:52:01.789811,3
22:52:01.789812,32
22:52:01.789813,32
22:52:01.789814,3
22:52:01.789814,3
22:52:01.789867,59
22:52:01.789875,56
22:52:01.790046,56
22:52:01.790088,3
22:52:01.790090,3
22:52:01.790091,3
22:52:01.790091,3
22:52:01.790127,61
22:52:01.790139,61
22:52:01.790141,61
22:52:01.790145,56
22:52:01.790211,59
22:52:01.790222,32
22:52:01.790224,32
22:52:01.790226,3
22:52:01.790226,3
22:52:01.790266,59
22:52:01.790269,12
22:52:01.790270,12
22:52:01.790985,59
22:52:01.791049,12
22:52:01.791050,12
22:52:01.791402,158
22:52:01.791405,158
22:52:01.791457,21
22:52:01.791485,21
22:52:01.791499,257
22:52:01.791516,257
22:52:01.791522,5
22:52:01.791526,5
22:52:01.791527,9
22:52:01.791534,9
22:52:01.791536,3
22:52:01.791537,3
22:52:01.791556,257
22:52:01.791577,257
22:52:01.791580,0
22:52:01.791589,0
22:52:01.791603,5
22:52:01.791606,5
22:52:01.791608,9
22:52:01.791613,9
22:52:01.791641,9
22:52:01.791648,9
22:52:01.791649,9
