syscall,count
9,127
3,84
11,18
257,56
5,44
0,285
10,48
158,14
89,64
79,8
269,8
2,24
8,16
12,22
95,2
4,46
268,2
39,18
231,6
61,18
13,64
16,8
14,48
107,20
108,18
102,18
104,18
21,22
56,12
59,6
110,2
1,12
230,2
221,2
44,6
48,2
7,2
202,28
43,2
51,2
273,2
28,2
186,2
60,1
45,1
