syscall,count
16,40
12,130
257,424
5,368
9,918
3,706
102,170
104,170
107,176
108,170
14,300
99,4
13,454
63,4
4,448
39,92
110,10
21,210
41,8
42,8
0,3176
10,304
11,92
8,106
111,4
72,32
22,24
56,74
32,54
59,42
61,71
158,84
89,392
79,42
269,46
2,126
1,64
231,20
221,10
45,1
218,8
273,10
137,20
202,8
83,4
217,8
91,8
87,4
95,4
268,4
230,2
