syscall,count
3,676
39,94
231,28
61,75
13,332
16,48
14,232
0,1873
56,84
59,34
12,102
158,68
21,110
257,334
5,302
9,720
11,82
10,238
89,312
79,34
269,36
2,102
8,92
221,16
1,56
44,24
48,8
7,8
43,8
202,104
51,8
273,16
28,8
186,8
60,4
45,6
230,3
22,30
32,46
217,16
102,80
104,80
107,84
110,8
4,240
108,80
99,4
63,4
41,8
42,8
111,4
72,18
218,4
137,10
83,2
91,4
87,2
95,2
268,2
