syscall,count
3,32
39,10
231,4
61,10
13,18
16,4
14,20
0,77
56,6
59,2
12,6
158,4
21,2
257,18
5,16
9,36
11,6
10,12
89,16
79,2
269,2
2,6
8,4
221,2
1,6
44,6
48,2
7,2
202,16
28,2
60,1
43,2
51,2
273,2
186,2
45,1
