syscall,count
14,333
13,506
61,93
39,114
59,52
12,156
158,104
21,220
257,500
5,440
9,1100
3,892
0,3360
11,116
10,368
89,480
79,52
269,56
2,156
8,132
221,16
1,80
231,29
16,50
44,12
48,4
7,4
43,4
202,56
51,4
56,93
273,16
186,4
45,4
28,4
60,2
22,32
230,3
32,64
217,16
102,172
104,172
107,180
110,12
4,468
108,172
99,4
63,4
41,8
42,8
111,4
72,32
218,8
137,20
83,4
91,8
87,4
95,4
268,4
