1:   java -Xmx200m -jar /app/ts-verification-code-service-1.0.jar
0000000000400000      4K r-x-- /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
0000000000600000      4K r---- /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
0000000000601000      4K rw--- /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
00000000011c4000    132K rw---   [ anon ]
00000000f3800000  89600K rw---   [ anon ]
00000000f8f80000  47104K -----   [ anon ]
00000000fbd80000  72624K rw---   [ anon ]
000000010046c000 1044048K -----   [ anon ]
00007fb65c000000    132K rw---   [ anon ]
00007fb65c021000  65404K -----   [ anon ]
00007fb664000000    132K rw---   [ anon ]
00007fb664021000  65404K -----   [ anon ]
00007fb668000000    132K rw---   [ anon ]
00007fb668021000  65404K -----   [ anon ]
00007fb66c000000    132K rw---   [ anon ]
00007fb66c021000  65404K -----   [ anon ]
00007fb670000000    132K rw---   [ anon ]
00007fb670021000  65404K -----   [ anon ]
00007fb674000000    132K rw---   [ anon ]
00007fb674021000  65404K -----   [ anon ]
00007fb678000000    132K rw---   [ anon ]
00007fb678021000  65404K -----   [ anon ]
00007fb67c000000    132K rw---   [ anon ]
00007fb67c021000  65404K -----   [ anon ]
00007fb680000000    132K rw---   [ anon ]
00007fb680021000  65404K -----   [ anon ]
00007fb684000000    132K rw---   [ anon ]
00007fb684021000  65404K -----   [ anon ]
00007fb688000000    132K rw---   [ anon ]
00007fb688021000  65404K -----   [ anon ]
00007fb68c000000    132K rw---   [ anon ]
00007fb68c021000  65404K -----   [ anon ]
00007fb690000000    132K rw---   [ anon ]
00007fb690021000  65404K -----   [ anon ]
00007fb694000000    132K rw---   [ anon ]
00007fb694021000  65404K -----   [ anon ]
00007fb698000000    132K rw---   [ anon ]
00007fb698021000  65404K -----   [ anon ]
00007fb69c000000    132K rw---   [ anon ]
00007fb69c021000  65404K -----   [ anon ]
00007fb6a0000000    132K rw---   [ anon ]
00007fb6a0021000  65404K -----   [ anon ]
00007fb6a4000000   5644K rw---   [ anon ]
00007fb6a4583000  59892K -----   [ anon ]
00007fb6a8000000   4212K rw---   [ anon ]
00007fb6a841d000  61324K -----   [ anon ]
00007fb6ac000000    132K rw---   [ anon ]
00007fb6ac021000  65404K -----   [ anon ]
00007fb6b0000000    132K rw---   [ anon ]
00007fb6b0021000  65404K -----   [ anon ]
00007fb6b4000000   2640K rw---   [ anon ]
00007fb6b4294000  62896K -----   [ anon ]
00007fb6b8000000   2008K rw---   [ anon ]
