1:   java -Xmx200m -jar /app/ts-food-service-1.0.jar
0000000000400000      4K r-x-- /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
0000000000600000      4K r---- /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
0000000000601000      4K rw--- /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
00000000025a8000    132K rw---   [ anon ]
00000000f3800000  99840K rw---   [ anon ]
00000000f9980000  36864K -----   [ anon ]
00000000fbd80000  73896K rw---   [ anon ]
00000001005aa000 1042776K -----   [ anon ]
00007f6df4000000    132K rw---   [ anon ]
00007f6df4021000  65404K -----   [ anon ]
00007f6df8000000    132K rw---   [ anon ]
00007f6df8021000  65404K -----   [ anon ]
00007f6dfc000000    132K rw---   [ anon ]
00007f6dfc021000  65404K -----   [ anon ]
00007f6e00000000    132K rw---   [ anon ]
00007f6e00021000  65404K -----   [ anon ]
00007f6e04000000    132K rw---   [ anon ]
00007f6e04021000  65404K -----   [ anon ]
00007f6e08000000    132K rw---   [ anon ]
00007f6e08021000  65404K -----   [ anon ]
00007f6e0c000000    132K rw---   [ anon ]
00007f6e0c021000  65404K -----   [ anon ]
00007f6e10000000    132K rw---   [ anon ]
00007f6e10021000  65404K -----   [ anon ]
00007f6e14000000    132K rw---   [ anon ]
00007f6e14021000  65404K -----   [ anon ]
00007f6e18000000    132K rw---   [ anon ]
00007f6e18021000  65404K -----   [ anon ]
00007f6e1c000000    132K rw---   [ anon ]
00007f6e1c021000  65404K -----   [ anon ]
00007f6e20000000    132K rw---   [ anon ]
00007f6e20021000  65404K -----   [ anon ]
00007f6e24000000    132K rw---   [ anon ]
00007f6e24021000  65404K -----   [ anon ]
00007f6e28000000    132K rw---   [ anon ]
00007f6e28021000  65404K -----   [ anon ]
00007f6e2c000000    132K rw---   [ anon ]
00007f6e2c021000  65404K -----   [ anon ]
00007f6e30000000    132K rw---   [ anon ]
00007f6e30021000  65404K -----   [ anon ]
00007f6e34000000    132K rw---   [ anon ]
00007f6e34021000  65404K -----   [ anon ]
00007f6e38000000   1140K rw---   [ anon ]
00007f6e3811d000  64396K -----   [ anon ]
00007f6e3c000000   2420K rw---   [ anon ]
00007f6e3c25d000  63116K -----   [ anon ]
00007f6e40000000    132K rw---   [ anon ]
00007f6e40021000  65404K -----   [ anon ]
00007f6e44000000    132K rw---   [ anon ]
00007f6e44021000  65404K -----   [ anon ]
00007f6e48000000   6656K rw---   [ anon ]
00007f6e48680000  58880K -----   [ anon ]
00007f6e4c000000   2532K rw---   [ anon ]
00007f6e4c279000  63004K -----   [ anon ]
00007f6e50000000    132K rw---   [ anon ]
00007f6e50021000  65404K -----   [ anon ]
00007f6e54000000   2444K rw---   [ anon ]
00007f6e54263000  63092K -----   [ anon ]
00007f6e5c000000   1736K rw---   [ anon ]
00007f6e5c1b2000  63800K -----   [ anon ]
00007f6e60000000   2016K rw---   [ anon ]
00007f6e601f8000  63520K -----   [ anon ]
00007f6e64000000  16660K rw---   [ anon ]
00007f6e65045000  48876K -----   [ anon ]
00007f6e68000000   1368K rw---   [ anon ]
00007f6e68156000  64168K -----   [ anon ]
00007f6e6c000000  18276K rw---   [ anon ]
00007f6e6d1d9000  47260K -----   [ anon ]
00007f6e70000000  19304K rw---   [ anon ]
00007f6e712da000  46232K -----   [ anon ]
00007f6e74000000  17264K rw---   [ anon ]
00007f6e750dc000  48272K -----   [ anon ]
00007f6e78000000  12860K rw---   [ anon ]
00007f6e78c8f000  52676K -----   [ anon ]
00007f6e7c000000  17104K rw---   [ anon ]
00007f6e7d0b4000  48432K -----   [ anon ]
00007f6e80000000  15476K rw---   [ anon ]
00007f6e80f1d000  50060K -----   [ anon ]
00007f6e84000000  22316K rw---   [ anon ]
00007f6e855cb000  43220K -----   [ anon ]
00007f6e88000000  14712K rw---   [ anon ]
00007f6e88e5e000  50824K -----   [ anon ]
00007f6e8c000000  18556K rw---   [ anon ]
00007f6e8d21f000  46980K -----   [ anon ]
00007f6e90000000  18236K rw---   [ anon ]
00007f6e911cf000  47300K -----   [ anon ]
00007f6e94000000    132K rw---   [ anon ]
00007f6e94021000  65404K -----   [ anon ]
00007f6e98000000  15952K rw---   [ anon ]
00007f6e98f94000  49584K -----   [ anon ]
00007f6e9c000000    132K rw---   [ anon ]
00007f6e9c021000  65404K -----   [ anon ]
00007f6ea0000000    132K rw---   [ anon ]
00007f6ea0021000  65404K -----   [ anon ]
00007f6ea4000000    132K rw---   [ anon ]
00007f6ea4021000  65404K -----   [ anon ]
00007f6ea8000000    132K rw---   [ anon ]
00007f6ea8021000  65404K -----   [ anon ]
00007f6eac000000    132K rw---   [ anon ]
00007f6eac021000  65404K -----   [ anon ]
00007f6eb4000000    132K rw---   [ anon ]
00007f6eb4021000  65404K -----   [ anon ]
