syscall,count
3,326
39,40
231,11
61,31
13,170
16,20
14,106
0,697
56,36
59,17
12,48
158,32
21,66
257,154
5,138
9,336
11,36
10,112
89,146
79,16
269,16
2,48
8,44
221,6
1,26
44,6
48,2
7,2
202,28
43,2
51,2
28,2
273,6
186,2
60,1
45,2
22,16
32,22
217,8
102,52
104,52
107,54
110,4
4,146
108,52
99,2
63,2
41,4
42,4
111,2
72,2
218,2
137,4
83,2
