syscall,count
4,1560
257,628
5,560
217,48
3,1166
6,2
23,1
230,2
39,132
231,32
61,100
13,602
16,58
14,386
0,4192
56,120
59,62
12,180
158,120
21,264
9,1346
11,132
10,444
89,576
79,60
269,66
2,180
8,162
221,18
1,94
44,6
48,2
7,2
43,2
202,108
51,2
273,20
186,2
45,4
28,2
60,1
22,48
32,96
102,206
104,206
107,214
110,14
108,206
99,6
63,6
41,12
42,12
111,6
72,48
218,12
137,30
83,6
91,12
87,6
95,2
268,2
