syscall,count
22,32
5,424
16,48
8,128
56,92
273,14
3,872
32,64
13,490
257,482
217,16
0,3307
59,50
12,150
158,100
21,218
9,1064
11,110
10,356
89,464
79,50
269,54
2,150
102,172
104,172
39,106
107,180
110,12
4,468
108,172
1,74
231,26
61,86
221,14
14,320
99,4
63,4
41,8
42,8
111,4
72,32
218,8
137,20
202,30
83,4
91,8
87,4
230,3
95,4
268,4
44,6
48,2
7,2
43,2
28,2
60,1
51,2
186,2
45,2
