syscall,count
13,314
14,210
61,53
0,2569
257,312
72,30
32,42
3,522
5,270
1,46
4,1312
107,126
108,120
102,120
104,120
21,148
56,54
39,64
269,36
137,12
91,8
87,4
8,80
59,32
12,96
158,64
9,648
11,70
10,220
89,288
79,32
2,96
221,8
231,14
16,28
95,4
268,4
110,8
45,1
22,16
230,2
273,6
217,32
99,2
63,2
41,4
42,4
111,2
218,4
202,4
83,2
23,2
6,2
