syscall,count
0,875
5,190
9,508
3,406
11,54
257,212
10,170
158,46
89,224
79,24
269,22
2,66
8,56
102,62
104,62
39,54
13,222
107,66
12,66
110,6
4,170
108,62
1,38
231,16
61,45
16,26
14,142
21,80
56,47
59,22
230,3
221,8
44,12
48,4
7,4
202,86
28,4
43,4
60,2
51,4
273,10
186,4
45,3
22,16
32,22
217,8
99,2
63,2
41,4
42,4
111,2
72,2
218,4
137,8
83,2
