syscall,count
3,186
39,20
231,6
61,15
13,82
16,18
14,44
0,223
56,26
59,8
12,24
158,16
21,16
257,74
5,70
9,162
11,20
10,54
89,72
79,8
269,8
2,24
8,26
221,4
1,10
44,6
48,2
28,2
7,2
43,2
60,1
51,2
202,10
273,4
186,2
45,2
22,12
32,12
217,8
102,12
104,12
107,14
110,4
4,46
108,12
99,2
63,2
41,4
42,4
111,2
72,2
