syscall,count
47,83
7,31
54,4
1,10
0,5
23,2
4,990
257,14
5,12
217,24
3,20
6,2
44,8
38,2
39,4
231,2
61,3
48,2
28,2
43,2
60,1
51,2
56,3
202,10
273,2
186,2
45,1
