syscall,count
9,286
3,234
11,24
257,96
5,96
8,34
0,119
10,108
158,22
89,144
79,12
269,12
2,36
102,18
104,6
39,12
13,68
107,18
12,34
110,6
4,36
108,6
56,15
61,3
59,10
21,10
157,48
125,42
126,18
105,6
41,30
42,6
51,6
54,54
55,6
14,6
16,14
44,6
47,128
7,41
1,6
45,2
22,8
202,60
273,4
32,4
217,16
