syscall,count
45,6
202,41
7,33
22,12
5,80
16,16
8,32
56,21
273,10
3,274
32,6
13,52
257,78
217,24
0,97
59,10
12,26
158,20
21,10
9,224
11,20
10,82
89,112
79,10
269,10
2,26
102,12
104,4
39,16
107,12
110,4
4,24
108,4
61,8
157,32
125,28
126,12
105,4
41,20
42,4
51,8
54,38
55,4
14,4
44,20
47,1342
1,18
24,1220
38,4
231,4
48,4
28,4
43,4
60,2
186,4
