syscall,count
44,26
38,4
47,100
7,38
54,36
1,24
3,270
0,98
39,20
231,6
61,11
48,6
28,6
60,3
43,6
51,10
56,24
202,36
273,12
186,6
45,6
22,12
5,80
16,16
8,28
32,6
13,52
257,78
217,24
59,10
12,26
158,20
21,10
9,224
11,20
10,82
89,110
79,10
269,8
2,24
102,12
104,4
107,12
110,4
4,24
108,4
157,32
125,28
126,12
105,4
41,20
42,4
55,4
14,4
