Accuracy,Precision,Recall,F1 Score,C,gamma,kernel,N-Gram
0.9261083743842364,0.810126582278481,1.0,0.8951048951048951,0.05,0.01,linear,2.0
0.9310344827586207,0.8205128205128205,1.0,0.9014084507042254,0.01,0.01,linear,3.0
0.9261083743842364,0.810126582278481,1.0,0.8951048951048951,0.01,0.01,linear,4.0
0.9261083743842364,0.810126582278481,1.0,0.8951048951048951,0.01,0.01,linear,5.0
