Accuracy,Precision,Recall,F1 Score,C,gamma,kernel,N-Gram
0.9359605911330049,0.84,0.984375,0.9064748201438849,0.1,0.01,linear,2.0
0.9359605911330049,0.8493150684931506,0.96875,0.9051094890510949,0.05,0.01,linear,3.0
0.9261083743842364,0.8181818181818182,0.984375,0.8936170212765957,0.05,0.01,linear,4.0
0.9211822660098522,0.8076923076923077,0.984375,0.8873239436619719,0.05,0.01,linear,5.0
