syscall,count
4,695
61,157
13,760
16,74
14,528
107,276
108,264
102,264
104,264
0,5204
21,338
56,141
3,1286
39,178
59,79
32,84
12,234
158,156
257,740
5,644
9,1624
11,174
10,546
89,712
79,78
269,84
2,234
8,190
230,8
231,48
1,128
221,24
110,16
218,12
273,26
137,30
202,76
83,6
44,24
48,8
22,38
7,8
28,8
43,8
60,4
51,8
186,8
45,7
72,46
91,12
87,6
95,6
268,6
217,24
99,4
63,4
41,8
42,8
111,4
