syscall,count
22,32
5,412
16,46
8,124
56,91
273,14
3,854
32,64
13,474
257,466
217,16
0,3233
59,48
12,144
158,96
21,208
9,1030
11,106
10,344
89,448
79,48
269,52
2,144
102,164
104,164
39,104
107,172
110,12
4,448
108,164
1,74
231,26
61,82
221,14
14,306
99,4
63,4
41,8
42,8
111,4
72,32
218,8
137,20
202,30
83,4
91,8
87,4
95,4
268,4
230,2
44,6
48,2
7,2
43,2
28,2
60,1
51,2
186,2
45,2
