Accuracy,Precision,Recall,F1 Score,C,gamma,kernel,N-Gram
1.0,1.0,1.0,1.0,1.0,0.01,linear,2.0
0.9951690821256038,1.0,0.9912023460410557,0.9955817378497791,0.01,0.01,linear,3.0
0.9935587761674718,1.0,0.9882697947214076,0.9941002949852508,0.05,0.01,linear,4.0
0.9903381642512077,1.0,0.9824046920821115,0.9911242603550295,0.05,0.01,linear,5.0
